sub_n,trial_num,line1,line2,line3,trial_type,choice_set,target,decoy,competitor,choice
201,36,323.4616,208.5062,NA,attraction,binary,208.5062,NA,323.4616,323.4616
202,36,269.05413653453144,414.2133022053755,266.86022951050296,filler_sample,trinary,NA,NA,NA,414.2133022053755
203,36,278.0376323269624,285.47523257199464,NA,filler_sample,binary,NA,NA,NA,278.0376323269624
205,36,189.1213,323.4616,NA,attraction,binary,189.1213,NA,323.4616,323.4616
206,36,323.4616,198.5774,308.0587,attraction,trinary,323.4616,308.0587,198.5774,323.4616
207,36,247.69216798398267,209.32837804017532,249.73822876619008,filler_sample,trinary,NA,NA,NA,209.32837804017532
100,37,218.9315,356.6164,208.5062,attraction,trinary,208.5062,218.9315,356.6164,208.5062
103,37,323.4616,208.5062,NA,attraction,binary,208.5062,NA,323.4616,323.4616
104,37,208.5062,339.6347,NA,attraction,binary,339.6347,NA,208.5062,208.5062
105,37,323.4616,198.5774,NA,attraction,binary,323.4616,NA,198.5774,323.4616
106,37,180.2713418584269,221.8636707540088,NA,filler_sample,binary,NA,NA,NA,221.8636707540088
107,37,270.5979,239.3667,437.42380000000003,filler_easy,trinary,NA,NA,NA,437.42380000000003
108,37,215.33003352013696,420.204285525033,235.7640917487698,filler_sample,trinary,NA,NA,NA,420.204285525033
109,37,252.21693539969417,326.62526616839364,NA,filler_sample,binary,NA,NA,NA,326.62526616839364
111,37,318.8849263227306,268.5987848189521,NA,filler_sample,binary,NA,NA,NA,268.5987848189521
112,37,208.5062,339.6347,NA,attraction,binary,208.5062,NA,339.6347,208.5062
113,37,267.31515179917574,243.38030958512,NA,filler_sample,binary,NA,NA,NA,243.38030958512
114,37,421.789,253.6947,NA,filler_easy,binary,NA,NA,NA,421.789
115,37,189.1213,323.4616,NA,attraction,binary,323.4616,NA,189.1213,189.1213
116,37,323.4616,198.5774,NA,attraction,binary,323.4616,NA,198.5774,323.4616
117,37,208.5062,198.5774,323.4616,attraction,trinary,198.5774,208.5062,323.4616,323.4616
118,37,285.94973126924765,152.49060902242968,NA,filler_sample,binary,NA,NA,NA,152.49060902242968
119,37,186.0501685094398,248.66789591075784,NA,filler_sample,binary,NA,NA,NA,186.0501685094398
125,37,263.6757213011452,185.85063841163617,NA,filler_sample,binary,NA,NA,NA,185.85063841163617
126,37,257.71144484798657,271.12864232081853,NA,filler_sample,binary,NA,NA,NA,271.12864232081853
127,37,281.2341430464897,155.27674435587946,264.83753908963917,filler_sample,trinary,NA,NA,NA,155.27674435587946
129,37,189.1213,323.4616,NA,attraction,binary,189.1213,NA,323.4616,323.4616
131,37,421.378,247.4936,NA,filler_easy,binary,NA,NA,NA,421.378
133,37,308.0587,208.5062,323.4616,attraction,trinary,323.4616,308.0587,208.5062,323.4616
136,37,244.5596,162.523,239.1983,filler_easy,trinary,NA,NA,NA,162.523
137,37,247.4936,421.378,NA,filler_easy,binary,NA,NA,NA,421.378
138,37,323.4616,189.1213,NA,attraction,binary,323.4616,NA,189.1213,323.4616
139,37,189.1213,323.4616,NA,attraction,binary,189.1213,NA,323.4616,189.1213
140,37,323.4616,218.9315,208.5062,attraction,trinary,208.5062,218.9315,323.4616,208.5062
142,37,208.5062,339.6347,NA,attraction,binary,208.5062,NA,339.6347,339.6347
143,37,208.5062,323.4616,NA,attraction,binary,323.4616,NA,208.5062,208.5062
144,37,339.6347,208.5062,NA,attraction,binary,339.6347,NA,208.5062,208.5062
145,37,204.0736863384031,242.74854291648876,NA,filler_sample,binary,NA,NA,NA,204.0736863384031
146,37,189.1213,323.4616,NA,attraction,binary,189.1213,NA,323.4616,189.1213
147,37,339.6347,208.5062,198.5774,attraction,trinary,198.5774,208.5062,339.6347,339.6347
148,37,167.7719589137303,193.17777798906647,213.20816164336765,filler_sample,trinary,NA,NA,NA,167.7719589137303
149,37,198.5774,339.6347,208.5062,attraction,trinary,198.5774,208.5062,339.6347,339.6347
150,37,339.6347,208.5062,218.9315,attraction,trinary,208.5062,218.9315,339.6347,208.5062
151,37,323.4616,198.5774,NA,attraction,binary,323.4616,NA,198.5774,198.5774
152,37,339.6347,356.6164,208.5062,attraction,trinary,356.6164,339.6347,208.5062,339.6347
153,37,311.35647765669745,155.8787620087142,NA,filler_sample,binary,NA,NA,NA,311.35647765669745
154,37,323.4616,189.1213,308.0587,attraction,trinary,323.4616,308.0587,189.1213,189.1213
155,37,323.4616,189.1213,NA,attraction,binary,189.1213,NA,323.4616,323.4616
158,37,218.9315,208.5062,356.6164,attraction,trinary,208.5062,218.9315,356.6164,356.6164
159,37,242.6959,241.408,152.1939,filler_easy,trinary,NA,NA,NA,152.1939
160,37,164.7966,270.0786,NA,filler_easy,binary,NA,NA,NA,164.7966
301,37,323.4616,339.6347,198.5774,attraction,trinary,339.6347,323.4616,198.5774,339.6347
163,37,323.4616,208.5062,NA,attraction,binary,208.5062,NA,323.4616,323.4616
164,37,323.4616,198.5774,NA,attraction,binary,198.5774,NA,323.4616,323.4616
165,37,158.89535288790506,250.91116432214864,NA,filler_sample,binary,NA,NA,NA,158.89535288790506
166,37,198.5774,339.6347,NA,attraction,binary,339.6347,NA,198.5774,339.6347
167,37,208.5062,218.9315,323.4616,attraction,trinary,208.5062,218.9315,323.4616,323.4616
168,37,323.4616,308.0587,208.5062,attraction,trinary,323.4616,308.0587,208.5062,323.4616
169,37,356.6164,208.5062,NA,attraction,binary,208.5062,NA,356.6164,356.6164
170,37,208.5062,356.6164,NA,attraction,binary,208.5062,NA,356.6164,356.6164
171,37,155.441,275.5735,NA,filler_easy,binary,NA,NA,NA,155.441
172,37,323.4616,198.5774,NA,attraction,binary,198.5774,NA,323.4616,198.5774
173,37,198.5774,339.6347,208.5062,attraction,trinary,198.5774,208.5062,339.6347,339.6347
175,37,277.4447629329022,265.31567533767145,334.1996368216149,filler_sample,trinary,NA,NA,NA,265.31567533767145
176,37,208.5062,308.0587,323.4616,attraction,trinary,323.4616,308.0587,208.5062,323.4616
177,37,198.5774,323.4616,NA,attraction,binary,323.4616,NA,198.5774,198.5774
178,37,208.5062,356.6164,218.9315,attraction,trinary,208.5062,218.9315,356.6164,356.6164
179,37,323.4616,208.5062,NA,attraction,binary,208.5062,NA,323.4616,323.4616
184,37,323.4616,189.1213,NA,attraction,binary,189.1213,NA,323.4616,189.1213
185,37,208.5062,308.0587,323.4616,attraction,trinary,323.4616,308.0587,208.5062,323.4616
186,37,198.5774,339.6347,NA,attraction,binary,198.5774,NA,339.6347,339.6347
302,37,447.3695,244.0034,245.678,filler_easy,trinary,NA,NA,NA,447.3695
187,37,208.5062,323.4616,339.6347,attraction,trinary,339.6347,323.4616,208.5062,208.5062
189,37,323.4616,308.0587,189.1213,attraction,trinary,323.4616,308.0587,189.1213,189.1213
200,37,244.0034,447.3695,245.678,filler_easy,trinary,NA,NA,NA,447.3695
201,37,198.5774,339.6347,NA,attraction,binary,198.5774,NA,339.6347,339.6347
202,37,270.27017558752084,400.47541990371553,NA,filler_sample,binary,NA,NA,NA,400.47541990371553
203,37,323.4616,198.5774,NA,attraction,binary,198.5774,NA,323.4616,323.4616
205,37,208.5062,339.6347,218.9315,attraction,trinary,208.5062,218.9315,339.6347,339.6347
206,37,208.5062,323.4616,NA,attraction,binary,323.4616,NA,208.5062,208.5062
207,37,167.6721986101622,289.047759241865,242.37152952604316,filler_sample,trinary,NA,NA,NA,242.37152952604316
100,38,189.1213,323.4616,198.5774,attraction,trinary,189.1213,198.5774,323.4616,189.1213
103,38,323.4616,198.5774,208.5062,attraction,trinary,198.5774,208.5062,323.4616,198.5774
104,38,323.4616,339.6347,208.5062,attraction,trinary,339.6347,323.4616,208.5062,208.5062
105,38,208.5062,323.4616,308.0587,attraction,trinary,323.4616,308.0587,208.5062,323.4616
106,38,208.5062,339.6347,218.9315,attraction,trinary,208.5062,218.9315,339.6347,218.9315
107,38,198.5774,323.4616,339.6347,attraction,trinary,339.6347,323.4616,198.5774,323.4616
108,38,168.25697533183575,289.3733409824318,NA,filler_sample,binary,NA,NA,NA,168.25697533183575
109,38,323.4616,208.5062,NA,attraction,binary,323.4616,NA,208.5062,323.4616
111,38,356.6164,208.5062,NA,attraction,binary,208.5062,NA,356.6164,356.6164
112,38,323.4616,208.5062,NA,attraction,binary,208.5062,NA,323.4616,208.5062
113,38,242.4651,161.157,NA,filler_easy,binary,NA,NA,NA,161.157
114,38,323.4616,208.5062,NA,attraction,binary,208.5062,NA,323.4616,208.5062
115,38,323.4616,198.5774,NA,attraction,binary,198.5774,NA,323.4616,198.5774
116,38,202.44087719972148,269.2284711554068,367.1408663393524,filler_sample,trinary,NA,NA,NA,367.1408663393524
117,38,208.5062,323.4616,NA,attraction,binary,323.4616,NA,208.5062,323.4616
118,38,308.0587,189.1213,323.4616,attraction,trinary,323.4616,308.0587,189.1213,323.4616
119,38,339.6347,218.9315,208.5062,attraction,trinary,208.5062,218.9315,339.6347,339.6347
125,38,280.10697883915395,247.08596441713067,173.55828319434926,filler_sample,trinary,NA,NA,NA,173.55828319434926
126,38,323.4616,208.5062,NA,attraction,binary,323.4616,NA,208.5062,208.5062
127,38,323.4616,208.5062,NA,attraction,binary,208.5062,NA,323.4616,208.5062
129,38,323.4616,208.5062,NA,attraction,binary,208.5062,NA,323.4616,208.5062
131,38,208.5062,339.6347,323.4616,attraction,trinary,339.6347,323.4616,208.5062,339.6347
133,38,323.4616,198.5774,NA,attraction,binary,198.5774,NA,323.4616,198.5774
136,38,300.146095122848,270.58059461337194,421.31221778660273,filler_sample,trinary,NA,NA,NA,421.31221778660273
137,38,339.6347,198.5774,NA,attraction,binary,198.5774,NA,339.6347,339.6347
138,38,356.6164,218.9315,208.5062,attraction,trinary,208.5062,218.9315,356.6164,356.6164
139,38,218.9315,356.6164,208.5062,attraction,trinary,208.5062,218.9315,356.6164,356.6164
140,38,339.6347,208.5062,356.6164,attraction,trinary,356.6164,339.6347,208.5062,208.5062
142,38,268.2423554777087,386.2354969650044,NA,filler_sample,binary,NA,NA,NA,386.2354969650044
143,38,323.4616,339.6347,198.5774,attraction,trinary,339.6347,323.4616,198.5774,339.6347
144,38,198.5774,339.6347,NA,attraction,binary,198.5774,NA,339.6347,198.5774
145,38,323.4616,198.5774,NA,attraction,binary,323.4616,NA,198.5774,323.4616
146,38,219.88199737798269,269.8574638365974,264.9476806295501,filler_sample,trinary,NA,NA,NA,219.88199737798269
147,38,208.5062,339.6347,218.9315,attraction,trinary,208.5062,218.9315,339.6347,339.6347
148,38,323.4616,208.5062,NA,attraction,binary,323.4616,NA,208.5062,323.4616
149,38,323.4616,208.5062,NA,attraction,binary,208.5062,NA,323.4616,208.5062
150,38,150.70558469978627,314.36436451671904,NA,filler_sample,binary,NA,NA,NA,150.70558469978627
151,38,313.512450582941,248.46987387166428,NA,filler_sample,binary,NA,NA,NA,313.512450582941
152,38,339.6347,198.5774,NA,attraction,binary,339.6347,NA,198.5774,198.5774
153,38,198.5774,339.6347,NA,attraction,binary,198.5774,NA,339.6347,339.6347
154,38,192.4154826457618,267.26718182501645,241.9462987208027,filler_sample,trinary,NA,NA,NA,241.9462987208027
155,38,339.6347,198.5774,NA,attraction,binary,339.6347,NA,198.5774,339.6347
158,38,160.8873,253.1802,NA,filler_easy,binary,NA,NA,NA,253.1802
159,38,437.1072,243.507,NA,filler_easy,binary,NA,NA,NA,243.507
160,38,208.5062,339.6347,NA,attraction,binary,208.5062,NA,339.6347,339.6347
301,38,249.5311767,164.7758776,NA,filler_sample,binary,NA,NA,NA,164.7758776
163,38,265.1490855455329,414.8123503225405,NA,filler_sample,binary,NA,NA,NA,414.8123503225405
164,38,218.9315,356.6164,208.5062,attraction,trinary,208.5062,218.9315,356.6164,356.6164
165,38,208.5062,339.6347,NA,attraction,binary,339.6347,NA,208.5062,339.6347
166,38,239.1983,244.5596,162.523,filler_easy,trinary,NA,NA,NA,162.523
167,38,339.6347,208.5062,NA,attraction,binary,339.6347,NA,208.5062,339.6347
168,38,274.8000272871218,358.35260857433246,NA,filler_sample,binary,NA,NA,NA,274.8000272871218
169,38,323.4616,198.5774,NA,attraction,binary,323.4616,NA,198.5774,323.4616
170,38,438.90231588274565,314.92209510523213,304.1222205364367,filler_sample,trinary,NA,NA,NA,438.90231588274565
171,38,442.52377983774807,261.44321879235065,254.92315319794767,filler_sample,trinary,NA,NA,NA,442.52377983774807
172,38,356.6164,339.6347,208.5062,attraction,trinary,356.6164,339.6347,208.5062,208.5062
173,38,323.4616,189.1213,NA,attraction,binary,323.4616,NA,189.1213,189.1213
175,38,198.5774,208.5062,323.4616,attraction,trinary,198.5774,208.5062,323.4616,198.5774
176,38,208.5062,356.6164,NA,attraction,binary,208.5062,NA,356.6164,356.6164
177,38,283.21279173129574,357.8545704817513,NA,filler_sample,binary,NA,NA,NA,357.8545704817513
178,38,189.1213,323.4616,NA,attraction,binary,323.4616,NA,189.1213,323.4616
179,38,323.4616,198.5774,339.6347,attraction,trinary,339.6347,323.4616,198.5774,198.5774
184,38,272.4209702601781,229.0789936903351,NA,filler_sample,binary,NA,NA,NA,229.0789936903351
185,38,339.6347,323.4616,198.5774,attraction,trinary,339.6347,323.4616,198.5774,339.6347
186,38,356.6164,208.5062,NA,attraction,binary,208.5062,NA,356.6164,356.6164
302,38,356.6164,208.5062,NA,attraction,binary,208.5062,NA,356.6164,356.6164
187,38,323.4616,208.5062,198.5774,attraction,trinary,198.5774,208.5062,323.4616,323.4616
189,38,243.507,437.1072,NA,filler_easy,binary,NA,NA,NA,437.1072
200,38,208.5062,339.6347,323.4616,attraction,trinary,339.6347,323.4616,208.5062,323.4616
201,38,323.4616,208.5062,339.6347,attraction,trinary,339.6347,323.4616,208.5062,339.6347
202,38,339.6347,198.5774,NA,attraction,binary,198.5774,NA,339.6347,198.5774
203,38,390.6601169190274,223.39440010812473,NA,filler_sample,binary,NA,NA,NA,390.6601169190274
205,38,242.6499,151.3192,256.0975,filler_easy,trinary,NA,NA,NA,151.3192
206,38,208.5062,339.6347,323.4616,attraction,trinary,339.6347,323.4616,208.5062,208.5062
207,38,198.5774,339.6347,NA,attraction,binary,198.5774,NA,339.6347,339.6347
100,39,252.54443163803265,352.0371687121284,NA,filler_sample,binary,NA,NA,NA,252.54443163803265
103,39,208.5062,323.4616,NA,attraction,binary,323.4616,NA,208.5062,208.5062
104,39,208.5062,323.4616,NA,attraction,binary,208.5062,NA,323.4616,208.5062
105,39,208.5062,356.6164,339.6347,attraction,trinary,356.6164,339.6347,208.5062,208.5062
106,39,323.4616,208.5062,NA,attraction,binary,208.5062,NA,323.4616,323.4616
107,39,339.6347,323.4616,208.5062,attraction,trinary,339.6347,323.4616,208.5062,339.6347
108,39,308.0587,323.4616,189.1213,attraction,trinary,323.4616,308.0587,189.1213,189.1213
109,39,339.6347,208.5062,NA,attraction,binary,208.5062,NA,339.6347,339.6347
111,39,218.9315,339.6347,208.5062,attraction,trinary,208.5062,218.9315,339.6347,339.6347
112,39,208.5062,339.6347,218.9315,attraction,trinary,208.5062,218.9315,339.6347,339.6347
113,39,198.5774,208.5062,339.6347,attraction,trinary,198.5774,208.5062,339.6347,339.6347
114,39,261.7117,442.7863,NA,filler_easy,binary,NA,NA,NA,442.7863
115,39,198.5774,339.6347,323.4616,attraction,trinary,339.6347,323.4616,198.5774,339.6347
116,39,323.4616,189.1213,198.5774,attraction,trinary,189.1213,198.5774,323.4616,189.1213
117,39,208.5062,356.6164,NA,attraction,binary,356.6164,NA,208.5062,356.6164
118,39,290.99864228255836,411.11599468055385,NA,filler_sample,binary,NA,NA,NA,411.11599468055385
119,39,208.5062,356.6164,218.9315,attraction,trinary,208.5062,218.9315,356.6164,356.6164
125,39,208.5062,339.6347,NA,attraction,binary,208.5062,NA,339.6347,339.6347
126,39,339.6347,198.5774,323.4616,attraction,trinary,339.6347,323.4616,198.5774,198.5774
127,39,279.20194895020217,217.46497173124683,250.43035137155468,filler_sample,trinary,NA,NA,NA,279.20194895020217
129,39,339.6347,323.4616,208.5062,attraction,trinary,339.6347,323.4616,208.5062,339.6347
131,39,208.5062,323.4616,339.6347,attraction,trinary,339.6347,323.4616,208.5062,339.6347
133,39,198.5774,323.4616,NA,attraction,binary,323.4616,NA,198.5774,323.4616
136,39,411.6704,239.3667,NA,filler_easy,binary,NA,NA,NA,411.6704
137,39,160.8873,253.1802,NA,filler_easy,binary,NA,NA,NA,160.8873
138,39,278.5119508507429,284.07978929281654,319.93567643503155,filler_sample,trinary,NA,NA,NA,319.93567643503155
139,39,356.6164,208.5062,339.6347,attraction,trinary,356.6164,339.6347,208.5062,356.6164
140,39,356.6164,208.5062,NA,attraction,binary,356.6164,NA,208.5062,208.5062
142,39,446.6621290627538,243.9148397705698,272.3948492449238,filler_sample,trinary,NA,NA,NA,446.6621290627538
143,39,243.38854742039544,372.5489321541921,NA,filler_sample,binary,NA,NA,NA,372.5489321541921
144,39,198.5774,323.4616,308.0587,attraction,trinary,323.4616,308.0587,198.5774,198.5774
145,39,323.4616,189.1213,NA,attraction,binary,323.4616,NA,189.1213,189.1213
146,39,150.0460014461921,263.38292138384224,NA,filler_sample,binary,NA,NA,NA,150.0460014461921
147,39,308.0587,198.5774,323.4616,attraction,trinary,323.4616,308.0587,198.5774,323.4616
148,39,208.5062,339.6347,198.5774,attraction,trinary,198.5774,208.5062,339.6347,339.6347
149,39,189.1213,308.0587,323.4616,attraction,trinary,323.4616,308.0587,189.1213,189.1213
150,39,323.4616,208.5062,198.5774,attraction,trinary,198.5774,208.5062,323.4616,323.4616
151,39,339.6347,198.5774,208.5062,attraction,trinary,198.5774,208.5062,339.6347,339.6347
152,39,198.5774,208.5062,323.4616,attraction,trinary,198.5774,208.5062,323.4616,208.5062
153,39,189.1213,308.0587,323.4616,attraction,trinary,323.4616,308.0587,189.1213,323.4616
154,39,218.9315,339.6347,208.5062,attraction,trinary,208.5062,218.9315,339.6347,218.9315
155,39,218.9315,208.5062,356.6164,attraction,trinary,208.5062,218.9315,356.6164,356.6164
158,39,238.8882,285.3118,437.1391,filler_easy,trinary,NA,NA,NA,437.1391
159,39,207.4470103298199,182.23765075328745,NA,filler_sample,binary,NA,NA,NA,182.23765075328745
160,39,233.96698505949573,159.72497510615696,NA,filler_sample,binary,NA,NA,NA,159.72497510615696
301,39,323.4616,208.5062,198.5774,attraction,trinary,198.5774,208.5062,323.4616,198.5774
163,39,198.5774,323.4616,NA,attraction,binary,323.4616,NA,198.5774,198.5774
164,39,208.5062,323.4616,NA,attraction,binary,323.4616,NA,208.5062,208.5062
165,39,241.408,242.6959,152.1939,filler_easy,trinary,NA,NA,NA,152.1939
166,39,323.4616,198.5774,NA,attraction,binary,323.4616,NA,198.5774,323.4616
167,39,224.5321077340991,248.9229275739345,371.16687451357,filler_sample,trinary,NA,NA,NA,371.16687451357
168,39,244.0034,245.678,447.3695,filler_easy,trinary,NA,NA,NA,447.3695
169,39,208.5062,339.6347,NA,attraction,binary,339.6347,NA,208.5062,339.6347
170,39,208.5062,339.6347,NA,attraction,binary,208.5062,NA,339.6347,339.6347
171,39,208.5062,339.6347,NA,attraction,binary,339.6347,NA,208.5062,339.6347
172,39,243.5284541363289,155.3776811661527,NA,filler_sample,binary,NA,NA,NA,155.3776811661527
173,39,189.1213,323.4616,NA,attraction,binary,323.4616,NA,189.1213,189.1213
175,39,198.5774,189.1213,323.4616,attraction,trinary,189.1213,198.5774,323.4616,189.1213
176,39,437.1072,243.507,NA,filler_easy,binary,NA,NA,NA,243.507
177,39,208.5062,339.6347,323.4616,attraction,trinary,339.6347,323.4616,208.5062,208.5062
178,39,339.6347,198.5774,NA,attraction,binary,339.6347,NA,198.5774,339.6347
179,39,189.1213,323.4616,198.5774,attraction,trinary,189.1213,198.5774,323.4616,323.4616
184,39,198.5774,323.4616,NA,attraction,binary,198.5774,NA,323.4616,198.5774
185,39,208.5062,339.6347,NA,attraction,binary,339.6347,NA,208.5062,339.6347
186,39,189.1213,323.4616,NA,attraction,binary,189.1213,NA,323.4616,189.1213
302,39,198.5774,323.4616,189.1213,attraction,trinary,189.1213,198.5774,323.4616,189.1213
